rg,cpf
e7b9f4b0.434,f2019f78.0a21.
246f3ee5.2ae,bb53bdea.3099.
907335bf.517,53b18fbf.5ff0.
2dd184a8.925,c4092b46.55b4.
50d6d759.8e1,33be23bc.cf79.
6c097ea7.d5b,18d1667a.8c96.
b9b70fab.a25,d1d4f9c1.fa70.
0bff3525.5d1,1cc9bb87.5f93.
285a0e65.31b,fef437d9.8823.
1ad51de9.125,a4fec66a.8ea7.
79e851f4.3b2,7b7b9875.c0b0.
358f4d46.26e,acd4aa35.a844.
3c656f8e.99f,7af7449e.001c.
ced18eba.3e6,50d7e2a2.2f92.
a5868572.1d9,fc1aa340.6710.
ca32c93c.c30,64c84502.f94b.
725e4f51.077,d253fe79.6587.
c8989fa9.4c7,15487dfe.e4b2.
3c7a6f71.27b,a7f39515.87e0.
297b74a9.e98,f0b809da.f9cd.
5573b958.5b3,249e2a83.cba6.
4f499c83.0c8,3b1eebfc.aefb.
6beaff49.397,eda8dc71.58af.
bfece206.04d,d6659330.c560.
a21e164f.7d7,acf99ac3.57f6.
866ca173.566,0aaff38b.9d0f.
80d21a8c.62f,6f3f7606.dfc7.
bef9dcff.5c2,7ffa3645.9aef.
8e4ef36b.9f5,01397255.41a8.
cef1ffbd.dce,044b51e3.10e8.
16cfd018.f38,aa3fcb89.7b6c.
83608f7d.487,db1c86e6.4a93.
c47cb856.47d,3e5c7637.5e17.
43fdc06c.89a,d7656311.3322.
084b8cd3.f45,942abb9c.1542.
1ba13d6b.24c,1bf6a66f.a5ef.
bd6e675e.3da,4c1c16af.4f24.
ce74fc37.ea3,ca4ce909.5e50.
93bd818e.978,56ba7244.f184.
08b8532d.176,9300340c.d3ad.
8407971d.62b,d7165cd1.a7d0.
57363ece.100,e2f73900.b2a7.
cba838a8.bb0,be9db8c4.c2f0.
9c57e135.b2e,ec089a17.e881.
9756d8b3.4bd,c28ab6fa.5b82.
811c65d2.a45,65672c10.1cd3.
99d2343d.7dc,016fcce9.37d9.
7fedc66c.5cb,d8834673.83ad.
f417e5de.9b8,65cc85ce.4084.
b9cbf5fa.e7f,a3d46967.3897.
b7de2354.418,e45287a5.0f85.
366d1880.2fc,62ff52da.052a.
c84a9955.448,a5b727ee.b219.
f3b0b3ee.b7e,d625c26e.c4fc.
1562027d.91a,bbb0c3b9.4a26.
dc7a6dcb.9b3,2beff805.d8f5.
407d139b.a63,8810e701.81a3.
3b9149be.651,d012dbdf.b9a6.
a5256d1f.247,4f3c849a.75a9.
4e051f30.81f,5cc4967b.ad72.
fc46a044.3af,ac9ab06b.296a.
9df19cf7.c0b,18897f27.c2aa.
dd999255.0db,50cb175b.7178.
26afea27.c5b,0d5248f9.a397.
c7c1fb02.21b,d9c3917b.a999.
854b1481.d9f,b6e61bc0.045c.
4e716632.543,abe97b37.b582.
70de54db.4e9,474ab2d7.01d1.
fa9b68bb.6c6,e94f22c5.b3b1.
0bc2d572.101,84d0a0b4.5948.
853ef39c.e48,c5cf8bc0.f0e5.
b920fc18.315,9e483034.79e9.
4d3edcb0.164,39ec9c56.1d02.
648f5a83.36a,06cb1a8b.a260.
6ab2efcb.482,abd2c248.745d.
6c88f316.95c,590b71f1.55aa.
f57ed917.a03,b58ec93e.dba0.
71060a86.a8c,9cf1d2ad.d21e.
6594ede0.f7f,b7d9dba0.4bdc.
4176e797.6c2,ac91e2e7.7e5b.
d2cf4c7d.bc5,eed57fa4.93c1.
dc2ef76b.b57,36d98fe7.b7fa.
384f6ed5.667,e2876324.a583.
d656289d.be5,39449f29.7081.
9d6b1950.2d2,191c5fa6.fe0f.
d583686e.4d9,d4c0bdd4.1635.
da0f23d4.a81,7f637044.331d.
46a21489.989,d85cfc06.5a59.
cfa0a0db.cb8,3ba3e1d9.2ba6.
d39ce8d8.3eb,27b59e75.3e6e.
d484b19d.c6d,5e1d1d5d.25ef.
1eaad178.b73,229fbd31.9ff6.
2ab646b9.879,80934635.7b38.
992e7c2e.9f0,2a1e97ac.f065.
cc739449.b5d,7a2f1237.4af5.
887419bf.da6,b03d3a44.801c.
55f0a3f3.0f4,1a8a6e56.4363.
4088b333.1b6,d2b6fa88.6ad5.
65dd1189.1b7,5a512a26.2ed9.
1371bb76.43d,a805ddf7.0687.
36f53f90.d1d,d515a672.41fd.
ee295697.68c,b47f6cf3.46d9.
4a14a706.5c4,5447fdac.1e56.
e39fb2cf.aea,26d15e24.55eb.
c2bbfefc.6a8,16251f56.9df5.
5f7c4b2a.751,cb3af8a7.4d8d.
5cf29b35.180,061fb992.b588.
7d5872fc.6c9,be730d20.4a69.
3e63c3e2.563,a4892bcb.0488.
a6c44be5.222,955c6f2d.1bed.
ca6aa0ef.5c7,f882385a.af47.
4a84548b.43b,e9d32082.9c72.
9defd707.96b,3cd79b88.f41a.
7767c1da.839,b29b059e.95cf.
8575e83c.ebb,0981e12a.c798.
aa0d89c1.396,71bf42b0.06d5.
217bea6f.830,7aa78646.1cc6.
39841b51.854,b3014562.cbfa.
1a1966f1.06c,97f3791e.6c98.
5294943c.a72,5d4fbf78.f6e0.
173585bf.602,29092b7a.9051.
fdaa1e9d.215,6637bfa9.f547.
a5bfcc47.70f,cdc086fb.0dbd.
dc42739c.5b0,3fa661af.3b45.
3f0db279.f37,acbff7c2.b2ef.
bb84031d.e93,d482ef7f.4e1a.
fefffcaf.7f1,679c561e.af39.
02de1852.77a,5503ffb4.0068.
1906fb1c.c9c,8153a55c.4380.
1233bce6.54b,1b7f8545.de11.
b27b89ea.350,e26602a3.ca92.
01500a6c.9a1,b2f14223.0064.
3547dfc7.e80,98eb0be2.4803.
ee7358c9.899,d73cc640.9216.
4df181c2.804,08592181.e7ec.
933720a4.783,a28d9fd4.4c93.
67a332eb.98d,d8382a85.8ade.
5e7a9a66.228,878db3cf.2576.
bf72420e.4ae,3cb0a9cd.555c.
775d573d.cc3,8dcf173f.f3a8.
556a0229.dca,47d0ab5f.82d9.
ce6c048d.954,2ff09c86.0673.
da3fec01.535,52082acc.3aa4.
5ecfa616.db3,04b125a2.d2ee.
d52f1574.c67,fe87d3f2.87d0.
80039380.c73,6ec4ae93.4ae3.
1a2ad4dd.4ba,2665c1b4.d1b1.
b107d233.2bf,8ce3c36c.d1b8.
6ce3baa3.7fb,c725eab9.0b1e.
04534888.7ef,36911bc5.abd2.
fdbf5228.0e7,268364a6.671c.
0ed5704c.ee3,796138ff.454f.
50acdc2b.f29,4df12ab3.34ce.
f66a655b.200,f79c8006.98b8.
4fc4aec8.75a,83852056.7995.
f7ab7259.8e7,1a7780c9.d767.
1792aa3d.873,e7912bd4.4a3b.
4d88b252.214,78acd5cf.1c47.
634f357d.7de,eb968a3d.38ae.
be580b9b.b47,c1729118.365b.
95299653.88c,04f07faf.558a.
c6805f88.3bb,61a3bdb4.9b61.
ac0a53d7.408,c216ff88.50be.
d0138472.a74,8815c657.2d0c.
8a556107.069,dd4b6366.24d3.
c50fe1d1.270,cbfba27f.7684.
d2cf6d40.070,e2271148.b6ce.
fb3bdfe8.5a6,cd2f0594.5c97.
ac6ae773.8e0,e10340b2.5a1b.
c38da83b.665,51764bcf.aaa4.
6bf10c9e.9ac,13c9d73c.77e9.
75fbe87f.8b7,bf867aa0.c360.
aba0e93d.f48,ea333651.16fc.
0bfdaffe.593,b4f7f119.f6c0.
eeb9e37a.f98,e112d8d6.17b0.
6fe1a060.381,8fdd734f.399d.
02ebc9aa.68a,503a0077.f9dd.
30debc41.83e,28aceadb.a39e.
ba703c92.50d,ce0c24a0.2f2a.
5ea7a3ff.c90,ccfd6505.6281.
b1fe5b05.a35,fd13858e.b400.
3396060f.73e,4813bd5d.f20f.
0ba2c62b.f03,0663017a.8b84.
4915bab3.817,57a49282.a623.
1694a1a1.0b2,0390b64c.d3fb.
77f37221.89e,44eff84a.c412.
bb9e81e9.a65,ad1e1f99.d3b6.
5b9dc74d.f18,44254627.1b95.
3c24d4b5.0a8,5428f332.0eff.
461721b2.54f,bb4b1df3.9238.
9b35a11f.15c,3a917150.17c7.
779e8d2b.aa3,bee7b343.ab8f.
67462fb5.b45,7da12e30.f577.
3c4fb30f.c16,2e7bb62b.618e.
bd0cbd5f.48b,8dd2df69.c4b4.
b2e2b4c0.85f,c0b25781.a3e0.
22e86108.b22,a8680748.a076.
b5275428.19f,24c234e7.8cf9.
6f0f4ad5.8b2,4aa91b0a.ad63.
b7fb0e0f.9a3,badea30e.d2cd.
556f2957.04d,1dc92e35.0940.
f9f96edb.fa8,b99f9454.850f.
d4eb4f61.e64,cebdbe92.31ee.
03403712.fca,f4a205f0.b6b4.
f6a2d2b3.76b,a366f074.8f11.
66d3ee56.fab,d26f61a2.ed80.
2aaef288.113,4feabf32.a857.
a8f4748e.1cb,6c9e802e.e1f7.
aff1193c.51b,7a019999.c80e.
c58a0d66.1da,757fd3f8.2452.
65b53e4d.e2d,805dc558.32a5.
2750d1bd.881,87eee936.7e26.
dab54cd3.0a9,a418ac76.2d29.
7e75dda3.9fe,af6cabbf.183b.
9262a196.f22,42185aac.d080.
03813448.235,eb2d1d50.f65e.
9992de6f.cfd,00fc43e8.6823.
ce0a5bf0.9c0,fb208e72.97f4.
eb975223.e1e,462913a0.be47.
9f871349.e86,453e3313.54bd.
03df41ee.a17,d79ce3c2.bc33.
8030697b.d6f,ad6ff43c.8524.
91af0581.c3f,cd4c549e.bdfe.
061597f2.cfe,aafdc9a2.e37b.
b9bd8876.adf,19b587f3.47fc.
b14fafef.3d3,3a917e3c.c219.
fc251689.6c6,d58aeaca.f70f.
fc495606.59f,2734cec7.bc5b.
61d8330d.531,c22d2a0d.75e7.
7c9404c3.71c,f5483763.90fa.
1963cad4.275,65e20089.7d9c.
7e5b19c5.1cf,a1a54f71.3db3.
bfd89735.c21,fe6a0d28.5008.
275e43dd.bee,ee0cef7f.f650.
a550b9dd.b0e,56ce51af.0e5f.
6375dbc7.511,9771eca6.7ce1.
91d0839f.786,04f41a41.d9ac.
2b321ef1.344,c4d12600.872a.
df1b8e41.877,c8801294.a94e.
bf6668cc.3c8,3b00a687.c760.
b44f947f.a08,b2a46e19.6abf.
ebcf55ff.a18,8bec0abc.2ad7.
f1225d89.eac,ff49e9a2.f10e.
b137595a.73f,3211d01c.e62c.
36c769e7.87a,89bbb042.92bc.
328bc031.5ef,4991efe1.129a.
449f0d3c.aea,35fdfbd4.8e6a.
ac2d6173.40e,59fa4c0d.6122.
e1700e06.d76,816b1c06.37a0.
1295faf5.ef6,1acca694.34d9.
31486084.776,f27f413c.8f85.
2361e1cf.78b,768338e4.6ee6.
a2594b02.158,8efe7a14.f5bc.
a49bf4b8.0a8,52ff5f58.a1da.
a932209d.78e,bd1ea306.a760.
b77f3210.391,b74ffa7e.712d.
f44ca61a.eba,e6e3a2af.d653.
9d1de9ff.bbd,ce8d0efd.9ab9.
af1fded4.fe1,42ea34ec.1e51.
cc6096c8.2a2,53c13c15.d97b.
2994a8c8.ea7,1c948347.ba1f.
fa4467e2.e97,946dfedf.6c00.
48b6c7ac.dec,0aab7350.9af3.
c8bfba64.a3f,271d912b.f0aa.
08a68a83.b17,e759f2a1.45fa.
63bd8659.cd9,d1ab1e95.7932.
fe1b16b1.58f,3b91d35c.4ef6.
9661f7f8.b6f,87ce1662.6db6.
1258dc3e.6b3,278589f5.c599.
9f0788d0.3e2,b32bc104.e4d9.
55d04c67.26a,d62288f5.1632.
f06cce48.330,deab22e5.daf8.
3f6f45b8.1ce,d2bd7ce6.abd3.
3e56ac0c.eb8,a282bfe7.ca18.
c196afd3.309,663035d3.c777.
384c3153.c05,2a8c6819.5844.
1d16369c.c21,e0528a60.85cb.
f68df896.003,d40a8e29.7cc0.
bc255ab2.937,ded6e52e.c15a.
cdbb5b61.668,1c115bf8.b381.
977f63f4.fc1,bfc48321.3b70.
fad36638.1dd,9d366d99.76de.
9f4ccec0.867,f304ac3b.7de6.
9327582e.f6b,1b1c3af5.e9bb.
ad352fd9.224,ddce15af.2787.
ae545533.9ee,409daf05.890e.
95b0c98b.fe8,4ac91008.164b.
dcd3f18e.85a,2dc2c380.4158.
57fbf921.b4d,cdbcdf0b.7747.
4d2d51cb.58a,57601479.7e9d.
93d8ade0.607,d1d60f19.e2b4.
ff90bec1.133,d51b9f6e.9d1f.
1a578341.09d,a5960567.d551.
ae2652de.301,b5c3227f.9f1a.
98901282.861,42f4e801.ebec.
891a993d.5d0,019690f6.7eea.
d6890985.25b,db2e76c4.c032.
a74cf736.d78,686225e8.6fec.
ac35d89f.98f,fab342df.b79e.
245c8968.ac4,12840c75.7c4a.
f50bb9af.9ca,90211c65.03d8.
add0378e.5d1,af23e633.d531.
66e35e91.60e,24872882.045e.
2dfc1c55.8d1,2141518b.3009.
546f73c1.204,700be969.9938.
a9538b51.410,7b52d0b5.ebea.
d54be5b6.6cb,872c6bf8.0eb1.
781f1b1d.2e1,64d2cb50.ee8f.
bc86bb93.a56,7a0b8ef7.5669.
d0cd76f9.758,35630df9.cfd8.
13420754.96e,2582389d.b753.
0beb49f3.e5a,526eabbb.f0ad.
552c815a.85b,bb2c21eb.0196.
aab0e172.e02,40a8321a.b4a5.
4c54f4f6.b05,2f375f98.fbea.
63b3219f.3db,c08f5cbd.c4a4.
63479451.1b9,bc9a8746.9097.
cc421332.efb,c9748168.ea79.
d9bc89a1.918,b0164c8d.525a.
a78194a9.52f,13775aa1.92fd.
f21778c1.9bb,c580f620.c7ab.
9551c22c.c39,4e7f71be.b1f7.
b1ad08cf.52b,fbbaaeb0.f017.
5d929274.aec,26ae6511.dcdd.
4b68f3a0.f84,ca81d1fe.bea5.
4fcc8623.e59,94990080.a5e1.
e8316a16.a91,167892f6.82ad.
f1d6dd82.87f,db7c24ea.d7fe.
716b1a67.1e2,60d5aac2.7bd0.
c5f21bdc.d8f,a9192978.1705.
27ecbd46.df0,9c9887b1.8e19.
8c7105f9.330,cf00489f.273b.
4a5fd329.13b,0e3cc61a.5cd7.
f166e5de.30d,1a537031.1a43.
474dbd78.73c,0497ee30.211a.
db77da3a.911,e96db0ce.1bc5.
a8e6d1ab.b18,0afdd68a.a77a.
6ff7c2a4.cf4,aa0f5916.9814.
0ac71f90.1a3,010f4a2e.e3f4.
77c5a038.947,bd289627.b715.
5d7f36f0.9c3,09303737.b5ed.
6d58685b.743,ac79303f.6178.
dd4e3957.c0c,0a256450.6829.
acfaed8f.870,0410551a.65e5.
10a17e5f.722,f97ba2e4.38fb.
33929354.4f9,7cb1739e.ec2d.
61885651.293,a0c6372d.82a5.
12d7eca2.98a,f45d3316.2af9.
4d72c019.c4a,a3b5e881.938c.
3ef04223.d9e,147aada1.11df.
1ef983b8.8e5,0a1ba31d.24fe.
e131bd24.879,6dc5528d.6630.
347d759e.c18,263656bf.56bd.
efb605bc.7cb,fd0a6af8.d4ce.
5c8c3c3a.b93,f618ead2.6aea.
dbba47c0.d5f,eeb8aa3b.3678.
316b12e6.d03,8037d94a.5298.
8c27ef35.c9e,a202bdb0.efaa.
fda19dd1.f30,79e55410.b5d5.
5ef8fb30.b80,f6867019.aec8.
82818fe5.d3f,8e2bf32b.6551.
a478027e.1cb,9ff1306b.eec7.
58c6e5d1.73f,f6ddde27.3882.
68d304bb.3f5,7dda01e7.5f5c.
cb98156e.080,86f36eb2.223a.
dc9c9a89.a61,87832e95.fbbe.
9a48b974.899,2d85c262.3837.
de14bae4.104,f8ef0dc1.7a96.
86d0cd67.443,996fe0fc.1574.
c307ea69.ffd,253c3955.55d7.
828b847c.8cf,d4dc39ad.1bd3.
aa8482f4.508,f976e3e0.5db3.
f117a3c8.d25,62d854d8.72f8.
0e508720.ed3,2b533798.2d38.
c6772234.a96,6a13eac2.f162.
e94c4177.d00,3da643aa.19da.
43152301.35b,b2e105dc.e7e1.
fd9209fa.9e1,fc812d8c.1858.
370e5df1.ce9,7fb5ac19.0523.
2978906c.6ce,cf65cd5b.f293.
73aa5460.e74,63323c99.fe8a.
1f39a474.23a,6a97f5e8.e55a.
4a9b1c82.bb2,d4e7c2c1.131d.
8111d232.3a1,d051ceb8.c375.
97ede2b5.f29,68915485.3895.
f15118c8.59a,6fe7d563.f865.
874f5bc5.fe0,7b5994ec.8fef.
ac159b72.e28,4365b735.0a5f.
58d9c23f.269,4ba8c237.84b0.
03d69cdd.65a,15b5e7e7.92ed.
301bcc89.9c5,24e9470c.d7a1.
e3731850.97b,a1091289.7eb7.
626f05f0.822,a46dadfd.190a.
f4440efe.497,160b3049.06fb.
8257a06d.a63,ebb1711d.83b0.
ab4acd61.ffc,15294896.cd52.
9cf0e886.568,fca8284d.18d1.
7b5aaed5.f82,2f7c3e66.6b35.
401e5c50.a20,b7c2797d.dcd6.
12dd98d0.df2,df3f1e77.4679.
9d709cd9.b44,bbe143ab.cf29.
73e6983d.a0b,72ce5c2b.b24c.
8afbe4e1.dd4,2bdcd7ec.6b22.
adefe71f.6c2,4885137c.a283.
199b4a70.9eb,ee2d47a4.1c43.
c27ea5db.f95,e8d0f014.3572.
292c9c91.7b3,db97d49f.c067.
3471a29b.039,b97b250d.cc3f.
a5689bf4.e28,87863bc4.9da5.
562f0ae3.a5a,00c1340f.4d54.
00a211b0.793,6d6ac7d1.3693.
4767bfba.774,7e55f799.1e2d.
53d9cfe5.7c8,9ad1b241.f736.
eeb58a3f.69b,aa98e6c3.0aa3.
d390bf1f.5b4,5014d24b.a2a2.
7cca494f.0ad,0661cfc8.1bea.
7d9c1370.311,c7a45e9d.f57a.
6fa916b5.775,fb0dc7b1.21d5.
5311bdab.791,07f37d84.e518.
ce9a16de.1cd,6997d2c1.0177.
c46bc86a.781,9a1e9f58.812e.
7188ffa8.9fe,40189621.9027.
61d05a21.52e,60515eb2.1216.
0e5c433a.f07,b6573b55.c615.
58985c2f.f34,35552cc2.ecad.
39cdf8e9.785,cca33091.1753.
019509bd.9e7,33b26581.910a.
f33add40.f2c,6c77294d.1027.
3d8f0978.950,113de32b.ff17.
f1619352.347,44b48c40.f92c.
6a9f7ba6.57c,65b9721f.936c.
e32891e4.80b,69c4a8b4.5303.
a51f883e.12f,4da4aa10.51dc.
128a88f3.294,1e6c589d.0767.
3b0d0191.01c,357b3518.5b92.
80ed3e31.b31,f3fc2b75.936a.
7f0de940.28a,f41b8bf9.f4b7.
fc40bb1f.eba,21c5a592.6ec1.
60d8c8b1.dda,1aced3c5.665c.
cfd8525f.6a5,831ebb9c.c5a3.
dbaa775d.736,d2c5b843.db93.
7f38b0c5.9a1,268c3c7d.c9c3.
8187b979.bfd,13e5040d.4d8e.
3922db1e.0a2,2fa167b9.01b2.
704b107f.9cf,131cc65f.c558.
620a3c2a.eea,bf749b54.1946.
0a6ab9f2.56c,1f306c29.8718.
0712cef9.5d2,6a5c4819.ac4d.
8c564e62.230,f09f239f.35bd.
1eb9c317.c41,5fdf47c2.1f35.
96d5864e.46f,6cd8adae.00a9.
9526f881.628,e27f5a37.c53a.
d7b3d606.85d,6c873031.598b.
ae66d2e5.da1,c4bdd3e0.1b07.
af700baa.5e1,bf55b055.6651.
0a9e342d.50e,bea0ebe7.a750.
84e12aca.e8a,ff3692ef.425b.
ca04304c.358,b360f75c.6bf2.
5e56e7f2.567,e401a5f6.6d43.
380e4490.28c,56467537.475e.
ea5f0fac.d0f,3c4ed7ec.4afc.
60ee9720.358,149c1bce.0c22.
69018f77.cf2,97522c54.822b.
24d49d7c.327,a6ea90c7.51de.
1990371f.849,c0d4e9ae.61d2.
b9b86157.cbb,d2c65dae.7963.
d14f9629.b22,bcffcf9a.b96b.
0079d3f3.1e5,cf9634c3.715d.
a16c5459.954,d3b51da9.4f23.
7a008958.192,34648d77.4749.
343bb0ae.baf,211681e1.a1db.
3fa0fe89.cb1,a14acef6.0286.
d32013f4.134,d9230d08.2ceb.
396d9ef5.16d,4542d3d1.25e0.
bea52926.e13,710b8270.ee92.
9635391f.045,ea94e33c.ce3a.
2064d626.bbd,f2c82d05.a747.
dcd2c91e.c2d,a64c264b.5096.
8a020cbf.f91,426db713.19f7.
9617c4f4.0b7,871adf5a.9410.
c4890806.967,dc317b8b.9ac0.
cd82c9bc.36a,c8bb4f7c.274b.
ffd093a1.93d,8c3d636d.5c0c.
42cddff0.2b4,1fad4460.aac0.
8f2947ba.372,e6bec7f9.c6fd.
c3955efe.896,f9fdfaf9.934a.
e93050d5.fdf,4b49b840.c2d2.
47f90784.77e,c73dfe00.bfd2.
6dfc6b67.d18,3c721429.d996.
a6d18553.497,5e08e7c9.2a66.
06e0333a.d24,6b769be1.533d.
8e6de4d3.058,4b972196.9920.
59168a31.fdf,827e7514.c48e.
f5b3f839.db8,b67dc55d.3264.
e4cdb21d.d80,d83def3b.d3f8.
6ab16599.94b,44c42f6d.0f3c.
370ed230.996,52b6dc5e.ab35.
bdfc4b46.9b7,1771a89e.18ee.
de148abf.6b2,9ee1cc4a.1733.
09dff707.df9,858ba2cf.9f9b.
8e0ae344.808,fd2a4060.0d00.
62e9f13a.65c,7ac395fa.81a6.
ab82ae3c.9cd,4c0ba9c7.f04e.
04a56428.61e,d8c3bf05.722a.
87a0b771.bd8,dbae0b6a.4926.
aeda072f.2ec,d9edf39f.5aa7.
f9371951.203,7cbdfb5c.ba59.
487b4814.f7d,48d93516.1b07.
2089c428.eda,47a7e016.4c98.
1dd23bf0.ab3,9b80045e.e4e1.
4945386a.a9a,90d09970.1f13.
46b42804.929,1d4e6cc6.1414.
017e35b5.443,7cef2f6b.edd1.
5f1fe157.d29,5d363e90.cbb4.
481cecc7.04d,cdde3e28.650e.
3afc8411.7fa,d2a774a2.64bc.
661daaea.372,9b7eb3e6.c083.
3f99f7d4.ff5,72f11f04.506e.
efff8417.68b,6b5e52ae.5548.
d56d9a9b.832,86f6fac7.a807.
52a463e2.6bb,6f8378ea.32e8.
ce32a532.340,a5d5926d.e20c.
ab4a23b5.8e4,6efe170a.3dae.
99d34459.939,59cb4b97.ac6e.
990670a8.bfd,bf942875.d482.
dcb66846.0cf,8080fdde.cc41.
de921aba.422,b4c170e7.88e5.
db99e570.d96,372c77db.dccf.
81862cd3.5aa,1ae35c3f.4e3f.
7f2122ee.8c4,b1dd0549.9e3c.
adeeb30c.1dd,20364a61.c61a.
99f1d29e.7d3,5b8ef126.1319.
609deaf1.dd3,35bfcbcc.34e8.
2e58fd80.117,1bee8e6f.5a9e.
d1ef0cdc.ef2,507f3bc1.21d9.
f4b9faa8.ec0,bbfea6de.a4ca.
3a05eafc.15a,9cbe2711.6228.
2dfc4ad2.b0a,977d2cca.5533.
d38b7c1d.8aa,53beef3a.1908.
feb4a366.b17,dfff8642.a0c1.
62b31961.cbb,2fcc4609.8d4a.
03995806.d9e,11faa83c.fe83.
4a1b2c1d.9bb,dd965640.2acc.
6db29f4c.1ec,bda4b0ac.7656.
2b8230c9.6d3,cc242dbc.6a42.
402cc7a7.285,8ac38b7a.dc05.
31ce1710.554,1f4704fc.bb5e.
08d3f259.12e,89e95a4d.a170.
db06272e.93d,69be779d.164e.
469362ce.b12,69e7e227.f273.
96a5e1ba.947,b3d9d1d5.f2bd.
ee27be50.56f,08ff74d4.fa96.
a2c6bc39.c72,45aac1de.c000.
7e1ce8c2.f86,2ee766db.48a5.
186efdef.298,b86db4c0.b26e.
d9506ccb.ecc,5846fd18.bb40.
1c757e4e.fed,bfa3d7d8.beb2.
b1d0c154.4a8,665d34b9.7fbb.
288be7ac.a35,c8006a7d.13f9.
e0ca6da4.0cb,a26e6234.2da2.
d6a0f5ce.758,c5008f5d.f4c9.
61462a68.db4,0bee3ec8.9654.
c59b0176.57f,c04e2174.2979.
90c62490.2b1,52e8b168.6228.
34069f78.da2,233d6bf5.5efb.
34c33043.5b0,a6ab8e29.055b.
f8350ab5.563,7cb88202.16b3.
3a9359f2.003,111d6794.3740.
094a3722.d5f,dab9e503.ef13.
616b101f.493,3cf54807.c123.
bd6168ef.aec,63b411d2.4d4c.
4ff9ab1d.007,483ae2db.c40e.
4a006504.c8b,f808a396.3065.
cdb99b62.45e,7da13320.861b.
7734556c.5de,2644c5ba.af56.
52c22f48.c33,e903925b.bbfa.
65cdf380.0ef,d46c4528.26dc.
7ab23f0d.c76,b3dd3357.4a80.
01333688.68a,b7f040b8.eba2.
6f77f680.035,85684208.4f0e.
0680f8a4.f19,29db8372.cc3b.
9f359936.59f,e567d56a.108f.
a687ed97.c7b,50ad549e.9445.
e2f0fe9e.14c,76ca9c40.f306.
80eaad52.fa3,5abcf80b.f1bd.
2e29a87c.c71,e98c0052.f0d5.
4debc7b0.79c,4777ae51.50d6.
eed659d0.c3c,bdea8588.f475.
d91ea8b1.130,cad701cb.8fc8.
628b2baf.d5c,fd0c6147.8bac.
e0f9e25f.e1f,a74aa3ad.5184.
cb3562a3.5bc,1eb9caa3.ca7f.
63afe85d.a00,d576ad47.51db.
247f45ac.f42,1ad2ecb7.2158.
c4edc236.a49,ec872bfc.9fcb.
0eee638f.fb7,7d6ace98.f19b.
c35fb5ce.e02,aae571c7.cbd6.
0a6c2f1f.37a,6533b930.efcf.
b05f70d3.c15,37d39754.063d.
b6809501.1d8,63128395.bb03.
27fa39ad.0ad,d66b9299.887c.
ff9d74fb.044,f60680e5.456a.
8e14c1ea.eee,21b8c76f.ad52.
e9985038.ba3,db27eded.1f7a.
742ad6fc.459,24e44c5d.b813.
e536b20b.e9c,1d432a6b.06d1.
2a9cec9a.2d9,bc152efd.e570.
4b935e2d.205,25f46674.2c47.
a7f9ee42.f1b,a8c8a95b.46b5.
ee57fac1.80b,66778252.3189.
866fd4f7.92e,8273d32b.5b85.
b142cb0c.9ea,d57aad02.4c70.
2fd25c86.bea,3310cbdb.56dd.
43e1580a.ffb,b4922a36.02db.
e2a80170.594,22160627.d840.
2852fe43.90b,551b637e.302f.
712a6f16.2c4,96ba68c6.8328.
4669f620.e35,fb87d577.ed94.
ede0dd63.c5c,bd95bfe5.168a.
634cf04a.663,242ade9a.2d77.
e23ff4fe.2c1,2e41e143.de70.
e2aac545.a91,88df20e8.2e45.
c3cabb3f.f64,b63bde2b.d9f5.
7350eb61.28b,2a63954b.d8d4.
362bbf8a.e1a,d1569946.738b.
f50f61b8.341,604fd411.2f79.
8e9ba010.e85,422ecf0e.2fcd.
e3fe5449.de2,1b399726.08df.
0628915f.bf8,54a7b303.6221.
1e153f4c.272,15d15a54.6f2f.
795a4245.26a,53c9025f.ce80.
0f0eacc0.085,af238df3.865e.
c6f349f0.6d3,6de2f995.7a0e.
e924b14b.645,d4ec7c85.1988.
f719b041.b49,85d7199c.a43c.
e601b7c7.cfc,7e92c98b.1dd7.
cb019b1e.951,fa42ae85.b105.
b9788714.2c8,9248c796.1af4.
40c6bf54.4e2,9e7c96c3.f539.
45c0325d.dc0,247ddf58.d6f5.
70e00aa8.d1a,25e67828.1acd.
cece88a6.e92,929232f3.0f19.
aaa03c36.23f,730a25d0.01ce.
db8692e1.0fd,a56df3b4.8713.
22b1c234.42c,1d0abd34.3d82.
bfc79acd.2b6,7aaa1164.9296.
f1eabbc8.b5f,6d24b9ca.973b.
e6112f0a.cd1,05038f73.2788.
760b5be1.91d,d36ed361.b978.
cf49fe77.aef,ca499f32.ea4b.
9e9ca25b.315,d41a89f4.fe4d.
372b5271.359,a1fc55b0.b2b6.
ad73cf28.9f9,46e8af36.35ef.
7132cfb2.566,068da6b9.c478.
2ffded7f.50d,39ba3dfd.7513.
47646a7e.426,a899032d.8499.
35d2ff5c.1c4,3dd45b91.f60e.
64f4ecfd.913,4ace91a9.257f.
f356b02b.763,670a16ed.912f.
b9df37d7.0a7,7094baed.daf5.
95f33de9.42f,6418025d.067a.
544ed89a.594,065942fc.29bc.
9de28019.638,cd374c9a.8119.
b2d004cf.ab1,4a3a203e.4433.
77aec773.728,c93ea8c1.25fe.
f07b7ea6.fee,26c7cbd9.cfc1.
